_id,INTERSECTION_ID,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,MI_PRINX,OBJECTID,ID,CLIENT_STREET_1,CLIENT_STREET_2,RLC,TCS,NAME,ADDITIONAL_INFO,MAIN,SIDE1,SIDE2,MID_BLOCK,PRIVATE_ACCESS,DISTRICT,WARD_1,WARD_2,WARD_3,WARD_4,POLICE_DIVISION_1,POLICE_DIVISION_2,POLICE_DIVISION_3,ACTIVATION_DATE,geometry
243,13447597.0,Yonge St,Empress Ave,243,243,243,YONGE ST,EMPRESS AVE,6263,126,Yonge St And Empress Ave / Park Home Ave,None,YONGE ST,EMPRESS AVE,PARK HOME AVE,None,None,North York,Willowdale(18),None,None,None,32,None,None,2022-08-29T04:00:00,"{'type': 'Point', 'coordinates': (-79.4129040055659, 43.7692740069647)}"
244,13445257.0,Warden Ave,Huntingwood Dr,244,244,244,WARDEN AVE,HUNTINGWOOD DR,6264,871,Warden Ave And Huntingwood Dr,None,WARDEN AVE,HUNTINGWOOD DR,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2022-03-17T04:00:00,"{'type': 'Point', 'coordinates': (-79.3109519999502, 43.7854770033652)}"
245,13450484.0,Lawrence Ave E,Birchmount Rd,245,245,245,LAWRENCE AVE E,BIRCHMOUNT RD,6265,410,Lawrence Ave E And Birchmount Rd,None,LAWRENCE AVE E,BIRCHMOUNT RD,None,None,None,Scarborough,Scarborough Centre(21),None,None,None,41,None,None,2022-07-28T04:00:00,"{'type': 'Point', 'coordinates': (-79.2848360045755, 43.7475180081847)}"
246,13467463.0,Bloor St W,Royal York Rd,246,246,246,BLOOR ST W,ROYAL YORK RD,6266,338,Bloor St W And Royal York Rd,None,BLOOR ST W,ROYAL YORK RD,None,None,None,Etobicoke York,Etobicoke-Lakeshore(3),None,None,None,22,None,None,2022-05-20T04:00:00,"{'type': 'Point', 'coordinates': (-79.5113630013473, 43.6473619977117)}"
247,13462655.0,Eglinton Ave W,Kipling Ave,247,247,247,EGLINTON AVE W,KIPLING AVE,6267,729,Eglinton Ave W And Kipling Ave,None,EGLINTON AVE W,KIPLING AVE,None,None,None,Etobicoke York,Etobicoke Centre(2),None,None,None,23,22,None,2022-06-29T04:00:00,"{'type': 'Point', 'coordinates': (-79.5508909949966, 43.677178001683)}"
248,13469836.0,The East Mall,North Queen St,248,248,248,THE EAST MALL,NORTH QUEEN ST,6268,1056,The East Mall And North Queen St,None,THE EAST MALL,NORTH QUEEN ST,None,None,None,Etobicoke York,Etobicoke-Lakeshore(3),None,None,None,22,None,None,2022-07-22T04:00:00,"{'type': 'Point', 'coordinates': (-79.549415000337, 43.6204750002984)}"
249,13452047.0,Albion Rd,Martin Grove Rd,249,249,249,ALBION RD,MARTIN GROVE RD,6269,791,Albion Rd And Martin Grove Rd,None,ALBION RD,MARTIN GROVE RD,None,None,None,Etobicoke York,Etobicoke North(1),None,None,None,23,None,None,2022-10-11T04:00:00,"{'type': 'Point', 'coordinates': (-79.5942099901989, 43.7419240050588)}"
250,13454806.0,Islington Ave,Elmhurst Dr,250,250,250,ISLINGTON AVE,ELMHURST DR,6270,716,Islington Ave And Elmhurst Dr,None,ISLINGTON AVE,ELMHURST DR,None,None,None,Etobicoke York,Etobicoke North(1),None,None,None,23,None,None,2022-07-13T04:00:00,"{'type': 'Point', 'coordinates': (-79.5589219980633, 43.7231120089769)}"
251,13452130.0,Pharmacy Ave,Surrey Ave,251,251,251,PHARMACY AVE,SURREY AVE,6271,688,Pharmacy Ave And Surrey Ave,None,PHARMACY AVE,SURREY AVE,None,None,None,Scarborough,Scarborough Centre(21),None,None,None,41,None,None,2022-09-16T04:00:00,"{'type': 'Point', 'coordinates': (-79.3022800057198, 43.7374140047454)}"
252,13454472.0,Keele St,401 C W Keele St Ramp,252,252,252,KEELE ST,401 C W KEELE ST RAMP,6272,596,Keele St And 401 C W Keele St Ramp / Keele St S 401 C W Ramp,None,KEELE ST,401 C W KEELE ST RAMP,KEELE ST S 401 C W RAMP,None,None,North York,York Centre(6),None,None,None,31,None,None,2022-05-20T04:00:00,"{'type': 'Point', 'coordinates': (-79.4815900059419, 43.7244430094497)}"
253,13465038.0,Jarvis St,Gerrard St E,253,253,253,JARVIS ST,GERRARD ST E,6273,9,Jarvis St And Gerrard St E,None,JARVIS ST,GERRARD ST E,None,None,None,Toronto and East York,Toronto Centre(13),None,None,None,51,None,None,2022-07-22T04:00:00,"{'type': 'Point', 'coordinates': (-79.3758989989773, 43.660439005871)}"
254,13443760.0,Sheppard Ave E,Lapsley Rd,254,254,254,SHEPPARD AVE E,LAPSLEY RD,6274,1141,Sheppard Ave E And Lapsley Rd / Washburn Way,None,SHEPPARD AVE E,LAPSLEY RD,WASHBURN WAY,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2022-11-02T04:00:00,"{'type': 'Point', 'coordinates': (-79.2275419972452, 43.7961480019253)}"
255,13441635.0,Steeles Ave E,Middlefield Rd,255,255,255,STEELES AVE E,MIDDLEFIELD RD,6275,1554,Steeles Ave E And Middlefield Rd,None,STEELES AVE E,MIDDLEFIELD RD,None,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2022-06-29T04:00:00,"{'type': 'Point', 'coordinates': (-79.2679619999974, 43.8327040020182)}"
256,13444794.0,Victoria Park Ave,Van Horne Ave,256,256,256,VICTORIA PARK AVE,VAN HORNE AVE,6276,994,Victoria Park Ave And Van Horne Ave / Ferncrest Gt,None,VICTORIA PARK AVE,VAN HORNE AVE,FERNCREST GT,None,None,North York,Don Valley North(17),Scarborough-Agincourt(22),None,None,33,42,None,2022-07-22T04:00:00,"{'type': 'Point', 'coordinates': (-79.3295860000834, 43.7892510067454)}"
257,14606950.0,Morningside Ave,Finch Ave E,257,257,257,MORNINGSIDE AVE,FINCH AVE E,6277,2046,Morningside Ave And Finch Ave E / Staines Rd,None,MORNINGSIDE AVE,FINCH AVE E,STAINES RD,None,None,Scarborough,Scarborough-Rouge Park(25),None,None,None,42,None,None,2022-06-29T04:00:00,"{'type': 'Point', 'coordinates': (-79.2210720047449, 43.8196980057598)}"
258,13444158.0,Finch Ave E,Pharmacy Ave,258,258,258,FINCH AVE E,PHARMACY AVE,6278,1092,Finch Ave E And Pharmacy Ave,None,FINCH AVE E,PHARMACY AVE,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2022-09-16T04:00:00,"{'type': 'Point', 'coordinates': (-79.3259689918428, 43.7943310091859)}"
259,13444318.0,Victoria Park Ave,Finch Ave E,259,259,259,VICTORIA PARK AVE,FINCH AVE E,6279,1015,Victoria Park Ave And Finch Ave E,None,VICTORIA PARK AVE,FINCH AVE E,None,None,None,North York,Don Valley North(17),Scarborough-Agincourt(22),None,None,33,42,None,2023-02-03T05:00:00,"{'type': 'Point', 'coordinates': (-79.3314120082939, 43.7931060034126)}"
260,13443237.0,Sheppard Ave E,Breckon Gt,260,260,260,SHEPPARD AVE E,BRECKON GT,6280,1473,Sheppard Ave E And Breckon Gt / Brenyon Way,None,SHEPPARD AVE E,BRECKON GT,BRENYON WAY,None,None,Scarborough,Scarborough-Rouge Park(25),None,None,None,42,None,None,2022-09-27T04:00:00,"{'type': 'Point', 'coordinates': (-79.206898991275, 43.8004800051855)}"
261,13447128.0,Sheppard Ave E,Leslie St,261,261,261,SHEPPARD AVE E,LESLIE ST,6281,744,Sheppard Ave E And Leslie St,None,SHEPPARD AVE E,LESLIE ST,None,None,None,North York,Don Valley North(17),None,None,None,33,None,None,2022-08-29T04:00:00,"{'type': 'Point', 'coordinates': (-79.3641360008942, 43.7716430115232)}"
262,13456031.0,Dufferin St,Lawrence Ave W,262,262,262,DUFFERIN ST,LAWRENCE AVE W,6282,426,Dufferin St And Lawrence Ave W,None,DUFFERIN ST,LAWRENCE AVE W,None,None,None,North York,Eglinton-Lawrence(8),None,None,None,32,13,None,2022-09-27T04:00:00,"{'type': 'Point', 'coordinates': (-79.4547510017973, 43.7140860038295)}"
263,13464821.0,Church St,Carlton St,263,263,263,CHURCH ST,CARLTON ST,6283,23,Church St And Carlton St,None,CHURCH ST,CARLTON ST,None,None,None,Toronto and East York,Toronto Centre(13),None,None,None,51,None,None,2022-12-22T05:00:00,"{'type': 'Point', 'coordinates': (-79.3793739983682, 43.6618750013235)}"
264,13466247.0,Eglinton Ave W,Centennial Park Blvd,264,264,264,EGLINTON AVE W,CENTENNIAL PARK BLVD,6284,1484,Eglinton Ave W And Centennial Park Blvd / Orbitor Dr,None,EGLINTON AVE W,CENTENNIAL PARK BLVD,ORBITOR DR,None,None,Etobicoke York,Etobicoke Centre(2),None,None,None,22,None,None,2022-12-22T05:00:00,"{'type': 'Point', 'coordinates': (-79.5984100023943, 43.6558339950234)}"
265,13456926.0,Jane St,Maple Leaf Dr,265,265,265,JANE ST,MAPLE LEAF DR,6286,530,Jane St And Maple Leaf Dr / Church St,None,JANE ST,MAPLE LEAF DR,CHURCH ST,None,None,Etobicoke York,York South-Weston(5),None,None,None,12,None,None,2022-09-27T04:00:00,"{'type': 'Point', 'coordinates': (-79.505565998259, 43.7092450062612)}"
266,13458553.0,Caledonia Rd,Castlefield Ave,266,266,266,CALEDONIA RD,CASTLEFIELD AVE,6287,797,Caledonia Rd And Castlefield Ave,None,CALEDONIA RD,CASTLEFIELD AVE,None,None,None,North York,Eglinton-Lawrence(8),None,None,None,13,None,None,2022-09-16T04:00:00,"{'type': 'Point', 'coordinates': (-79.46352299753401, 43.6984420020734)}"
267,13442514.0,Morningside Ave,Casebridge Crt,267,267,267,MORNINGSIDE AVE,CASEBRIDGE CRT,6288,1536,Morningside Ave And Casebridge Crt / Mclevin Ave,None,MORNINGSIDE AVE,CASEBRIDGE CRT,MCLEVIN AVE,None,None,Scarborough,Scarborough-Rouge Park(25),None,None,None,42,None,None,2022-11-23T05:00:00,"{'type': 'Point', 'coordinates': (-79.2027240084107, 43.8089340028015)}"
268,13450532.0,Kingston Rd,Scarborough Golf Club Rd,268,268,268,KINGSTON RD,SCARBOROUGH GOLF CLUB RD,6289,1053,Kingston Rd And Scarborough Golf Club Rd,None,KINGSTON RD,SCARBOROUGH GOLF CLUB RD,None,None,None,Scarborough,Scarborough-Guildwood(24),None,None,None,43,None,None,2022-10-14T04:00:00,"{'type': 'Point', 'coordinates': (-79.20934900843181, 43.7460020041104)}"
269,13456414.0,Don Mills Rd,Overlea Blvd,269,269,269,DON MILLS RD,OVERLEA BLVD,6290,620,Don Mills Rd And Overlea Blvd / Gateway Blvd,None,DON MILLS RD,OVERLEA BLVD,GATEWAY BLVD,None,None,North York,Don Valley West(15),Don Valley East(16),None,None,54,None,None,2022-12-21T05:00:00,"{'type': 'Point', 'coordinates': (-79.3343940057242, 43.7099960039181)}"
270,13446901.0,Kingston Rd,Morningside Ave,270,270,270,KINGSTON RD,MORNINGSIDE AVE,6291,143,Kingston Rd And Morningside Ave,None,KINGSTON RD,MORNINGSIDE AVE,None,None,None,Scarborough,Scarborough-Guildwood(24),Scarborough-Rouge Park(25),None,None,43,None,None,2023-02-28T05:00:00,"{'type': 'Point', 'coordinates': (-79.1868649962557, 43.770612002503)}"
271,13443916.0,Pharmacy Ave,Huntingdale Blvd,271,271,271,PHARMACY AVE,HUNTINGDALE BLVD,6292,1240,Pharmacy Ave And Huntingdale Blvd / Chester Le Blvd,SOUTH INTERSECTION,PHARMACY AVE,HUNTINGDALE BLVD,CHESTER LE BLVD,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2022-12-05T05:00:00,"{'type': 'Point', 'coordinates': (-79.3271780062176, 43.7963399968045)}"
272,13442540.0,Victoria Park Ave,Gordon Baker Rd,272,272,272,VICTORIA PARK AVE,GORDON BAKER RD,6293,1252,Victoria Park Ave And Gordon Baker Rd,None,VICTORIA PARK AVE,GORDON BAKER RD,None,None,None,North York,Don Valley North(17),Scarborough-Agincourt(22),None,None,33,42,None,2022-09-27T04:00:00,"{'type': 'Point', 'coordinates': (-79.339209005151, 43.8106600078298)}"
273,13446592.0,Markham Rd,Brimorton Dr,273,273,273,MARKHAM RD,BRIMORTON DR,6294,703,Markham Rd And Brimorton Dr,None,MARKHAM RD,BRIMORTON DR,None,None,None,Scarborough,Scarborough-Guildwood(24),None,None,None,43,None,None,2022-10-11T04:00:00,"{'type': 'Point', 'coordinates': (-79.230680992998, 43.7734990034794)}"
274,,None,None,274,274,274,HIGHWAY 27,CARRIER DR,6295,1159,Highway 27 And Carrier Dr,None,HIGHWAY 27,CARRIER DR,None,None,None,Etobicoke York,Etobicoke North(1),None,None,None,23,None,None,2022-12-22T05:00:00,"{'type': 'Point', 'coordinates': (-79.605448001438, 43.73912599952)}"
275,13461140.0,Kipling Ave,The Westway,275,275,275,KIPLING AVE,THE WESTWAY,6297,730,Kipling Ave And The Westway,None,KIPLING AVE,THE WESTWAY,None,None,None,Etobicoke York,Etobicoke Centre(2),None,None,None,23,None,None,2022-10-11T04:00:00,"{'type': 'Point', 'coordinates': (-79.5547029903606, 43.6856249985629)}"
276,13447299.0,Kennedy Rd,Progress Ave,276,276,276,KENNEDY RD,PROGRESS AVE,6298,692,Kennedy Rd And Progress Ave / Glamorgan Ave,None,KENNEDY RD,PROGRESS AVE,GLAMORGAN AVE,None,None,Scarborough,Scarborough Centre(21),None,None,None,41,None,None,2022-11-14T05:00:00,"{'type': 'Point', 'coordinates': (-79.282256997504, 43.7694210064092)}"
277,13445899.0,Victoria Park Ave,Old Sheppard Ave,277,277,277,VICTORIA PARK AVE,OLD SHEPPARD AVE,6299,1085,Victoria Park Ave And Old Sheppard Ave / Huntingwood Dr,None,VICTORIA PARK AVE,OLD SHEPPARD AVE,HUNTINGWOOD DR,None,None,North York,Don Valley North(17),Scarborough-Agincourt(22),None,None,33,42,None,2022-11-23T05:00:00,"{'type': 'Point', 'coordinates': (-79.3253949976674, 43.7803520068369)}"
278,13453844.0,Victoria Park Ave,Craigton Dr,278,278,278,VICTORIA PARK AVE,CRAIGTON DR,6300,202,Victoria Park Ave And Craigton Dr / Jonesville Cres,None,VICTORIA PARK AVE,CRAIGTON DR,JONESVILLE CRES,None,None,North York,Don Valley East(16),Scarborough Centre(21),None,None,33,41,None,2022-12-21T05:00:00,"{'type': 'Point', 'coordinates': (-79.3034700097246, 43.7266860061041)}"
279,13443970.0,Finch Ave E,Bridletowne Crcl,279,279,279,FINCH AVE E,BRIDLETOWNE CRCL,6301,1186,Finch Ave E And Bridletowne Crcl,WEST INTERSECTION,FINCH AVE E,BRIDLETOWNE CRCL,None,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2022-11-29T05:00:00,"{'type': 'Point', 'coordinates': (-79.3193119986441, 43.7958510059553)}"
280,13448285.0,Steeles Ave W,Fenmar Dr,280,280,280,STEELES AVE W,FENMAR DR,6302,1209,Steeles Ave W And Fenmar Dr / Pine Valley Dr,None,STEELES AVE W,FENMAR DR,PINE VALLEY DR,None,None,Etobicoke York,Humber River-Black Creek(7),None,None,None,31,None,None,2023-01-18T05:00:00,"{'type': 'Point', 'coordinates': (-79.5647840098085, 43.7665450031896)}"
281,13449013.0,Victoria Park Ave,Ellesmere Rd,281,281,281,VICTORIA PARK AVE,ELLESMERE RD,6303,517,Victoria Park Ave And Ellesmere Rd / Parkwoods Village Dr,None,VICTORIA PARK AVE,ELLESMERE RD,PARKWOODS VILLAGE DR,None,None,North York,Don Valley East(16),Scarborough Centre(21),None,None,33,41,None,2022-11-29T05:00:00,"{'type': 'Point', 'coordinates': (-79.3152450009711, 43.7578689999837)}"
282,13442585.0,Finch Ave E,Sandhurst Crcl,282,282,282,FINCH AVE E,SANDHURST CRCL,6304,1177,Finch Ave E And Sandhurst Crcl,WEST INTERSECTION,FINCH AVE E,SANDHURST CRCL,None,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2022-11-29T05:00:00,"{'type': 'Point', 'coordinates': (-79.2703919992287, 43.80718600386201)}"
283,13453266.0,Finch Ave W,Humber College Blvd,283,283,283,FINCH AVE W,HUMBER COLLEGE BLVD,6305,1496,Finch Ave W And Humber College Blvd,None,FINCH AVE W,HUMBER COLLEGE BLVD,None,None,None,Etobicoke York,Etobicoke North(1),None,None,None,23,None,None,2022-11-02T04:00:00,"{'type': 'Point', 'coordinates': (-79.6099130003417, 43.7340969947115)}"
284,13445956.0,Sheppard Ave E,Aragon Ave,284,284,284,SHEPPARD AVE E,ARAGON AVE,6306,1333,Sheppard Ave E And Aragon Ave / Bay Mills Blvd,None,SHEPPARD AVE E,ARAGON AVE,BAY MILLS BLVD,None,None,Scarborough,Scarborough-Agincourt(22),None,None,None,42,None,None,2022-11-23T05:00:00,"{'type': 'Point', 'coordinates': (-79.3043920041289, 43.7795620020682)}"
285,13448838.0,Ellesmere Rd,Pharmacy Ave,285,285,285,ELLESMERE RD,PHARMACY AVE,6307,693,Ellesmere Rd And Pharmacy Ave,None,ELLESMERE RD,PHARMACY AVE,None,None,None,Scarborough,Scarborough Centre(21),None,None,None,41,None,None,2022-11-14T05:00:00,"{'type': 'Point', 'coordinates': (-79.3101879905761, 43.7590310032194)}"
286,13441926.0,Middlefield Rd,McNicoll Ave,286,286,286,MIDDLEFIELD RD,MCNICOLL AVE,6308,1582,Middlefield Rd And Mcnicoll Ave,None,MIDDLEFIELD RD,MCNICOLL AVE,None,None,None,Scarborough,Scarborough North(23),None,None,None,42,None,None,2022-11-14T05:00:00,"{'type': 'Point', 'coordinates': (-79.2620949976793, 43.8201199964002)}"
287,13442521.0,Sheppard Ave E,Meadowvale Rd,287,287,287,SHEPPARD AVE E,MEADOWVALE RD,6309,1220,Sheppard Ave E And Meadowvale Rd,None,SHEPPARD AVE E,MEADOWVALE RD,None,None,None,Scarborough,Scarborough-Rouge Park(25),None,None,None,42,None,None,2022-11-14T05:00:00,"{'type': 'Point', 'coordinates': (-79.1708110019805, 43.8083760054367)}"
288,13468047.0,Harbour St,York St,288,288,288,HARBOUR ST,YORK ST,6310,204,Harbour St And York St,None,HARBOUR ST,YORK ST,None,None,None,Toronto and East York,Spadina-Fort York(10),None,None,None,52,None,None,2022-10-22T04:00:00,"{'type': 'Point', 'coordinates': (-79.3806910080995, 43.6410039969531)}"
289,13459689.0,Coxwell Ave,Mortimer Ave,289,289,289,COXWELL AVE,MORTIMER AVE,6311,661,Coxwell Ave And Mortimer Ave,None,COXWELL AVE,MORTIMER AVE,None,None,None,Toronto and East York,Toronto-Danforth(14),Beaches-East York(19),None,None,55,None,None,2022-12-21T05:00:00,"{'type': 'Point', 'coordinates': (-79.3265740019167, 43.69058700737)}"
290,13450472.0,Victoria Park Ave,Curlew Dr,290,290,290,VICTORIA PARK AVE,CURLEW DR,6312,516,Victoria Park Ave And Curlew Dr / Lynvalley Cres,None,VICTORIA PARK AVE,CURLEW DR,LYNVALLEY CRES,None,None,North York,Don Valley East(16),Scarborough Centre(21),None,None,33,41,None,2022-11-23T05:00:00,"{'type': 'Point', 'coordinates': (-79.3118170119237, 43.7479620006979)}"
291,13446349.0,Don Mills Rd,Leith Hill Rd,291,291,291,DON MILLS RD,LEITH HILL RD,6313,1046,Don Mills Rd And Leith Hill Rd / Private Access @ West Entrance To Fairview Mall,None,DON MILLS RD,LEITH HILL RD,PRIVATE ACCESS,None,WEST ENTRANCE TO FAIRVIEW MALL,North York,Don Valley North(17),None,None,None,33,None,None,2022-11-02T04:00:00,"{'type': 'Point', 'coordinates': (-79.3478970108475, 43.7771279992792)}"
